"League","Match_Date","Matchweek","Home_Team","Home_Formation","Home_Score","Home_xG","Home_Goals","Home_Yellow_Cards","Home_Red_Cards","Away_Team","Away_Formation","Away_Score","Away_xG","Away_Goals","Away_Yellow_Cards","Away_Red_Cards","Game_URL","Team","Home_Away","Player_Href","Min","Cmp_Total","Att_Total","Cmp_percent_Total","TotDist_Total","PrgDist_Total","Cmp_Short","Att_Short","Cmp_percent_Short","Cmp_Medium","Att_Medium","Cmp_percent_Medium","Cmp_Long","Att_Long","Cmp_percent_Long","Ast","xAG","xA","KP","Final_Third","PPA","CrsPA","PrgP"
"Serie A","2024-03-09","Serie A (Matchweek 28)","Bologna","4-1-4-1",0,0.6,"","2","0","Internazionale","3-5-2",1,0.9,"Yann Aurel Bisseck · 37&rsquor;","1","0","https://fbref.com/en/matches/de22618d/Bologna-Internazionale-March-9-2024-Serie-A","Internazionale","Away",NA,990,382,475,80.4,6426,2310,172,201,85.6,168,184,91.3,25,53,47.2,1,0.8,0.2,3,17,4,1,19
"Serie A","2024-03-09","Serie A (Matchweek 28)","Genoa","3-5-2",2,2.1,"Albert Guðmundsson · 52&rsquor; Vitinha · 68&rsquor;","1","0","Monza","4-2-3-1",3,1.7,"Matteo Pessina · 8&rsquor; Dany Mota · 18&rsquor; Daniel Maldini · 79&rsquor;","1","0","https://fbref.com/en/matches/f8dba673/Genoa-Monza-March-9-2024-Serie-A","Genoa","Home",NA,990,446,544,82,7795,2440,189,212,89.2,198,230,86.1,45,73,61.6,0,0.7,1,14,39,14,5,62
"Serie A","2024-03-09","Serie A (Matchweek 28)","Genoa","3-5-2",2,2.1,"Albert Guðmundsson · 52&rsquor; Vitinha · 68&rsquor;","1","0","Monza","4-2-3-1",3,1.7,"Matteo Pessina · 8&rsquor; Dany Mota · 18&rsquor; Daniel Maldini · 79&rsquor;","1","0","https://fbref.com/en/matches/f8dba673/Genoa-Monza-March-9-2024-Serie-A","Monza","Away",NA,990,247,328,75.3,4555,1851,112,130,86.2,101,126,80.2,29,59,49.2,2,1,0.8,5,12,4,1,13
"Serie A","2024-03-10","Serie A (Matchweek 28)","Lecce","4-3-3",0,1,"","3","0","Hellas Verona","4-2-3-1",1,0.6,"Michael Folorunsho · 17&rsquor; Thomas Henry · 90+7&rsquor;","3","1","https://fbref.com/en/matches/d48f5312/Lecce-Hellas-Verona-March-10-2024-Serie-A","Lecce","Home",NA,990,253,393,64.4,4943,2385,105,131,80.2,95,130,73.1,42,96,43.8,0,0.6,0.7,12,30,5,3,29
"Serie A","2024-03-10","Serie A (Matchweek 28)","Lecce","4-3-3",0,1,"","3","0","Hellas Verona","4-2-3-1",1,0.6,"Michael Folorunsho · 17&rsquor; Thomas Henry · 90+7&rsquor;","3","1","https://fbref.com/en/matches/d48f5312/Lecce-Hellas-Verona-March-10-2024-Serie-A","Hellas Verona","Away",NA,989,188,308,61,3780,1839,91,115,79.1,69,98,70.4,28,84,33.3,1,0.4,0.5,8,20,3,2,23
"Serie A","2024-03-10","Serie A (Matchweek 28)","Milan","4-2-3-1",1,0.8,"Christian Pulisic · 40&rsquor;","1","0","Empoli","3-4-3",0,0.2,"","4","0","https://fbref.com/en/matches/11b229fa/Milan-Empoli-March-10-2024-Serie-A","Milan","Home",NA,990,529,600,88.2,8572,2717,244,263,92.8,242,261,92.7,28,51,54.9,1,0.8,1.2,14,36,13,3,48
"Serie A","2024-03-10","Serie A (Matchweek 28)","Milan","4-2-3-1",1,0.8,"Christian Pulisic · 40&rsquor;","1","0","Empoli","3-4-3",0,0.2,"","4","0","https://fbref.com/en/matches/11b229fa/Milan-Empoli-March-10-2024-Serie-A","Empoli","Away",NA,990,309,383,80.7,6104,2440,104,116,89.7,154,174,88.5,45,74,60.8,0,0.2,0.3,4,19,2,2,23
"Serie A","2024-03-10","Serie A (Matchweek 28)","Juventus","3-4-3",2,1.3,"Andrea Cambiaso · 66&rsquor; Arkadiusz Milik · 70&rsquor;","0","0","Atalanta","3-4-3",2,0.5,"Teun Koopmeiners · 35&rsquor; Teun Koopmeiners · 75&rsquor;","1","0","https://fbref.com/en/matches/b18f50f9/Juventus-Atalanta-March-10-2024-Serie-A","Juventus","Home",NA,990,457,556,82.2,8805,2813,171,195,87.7,236,264,89.4,49,80,61.3,2,1,1.3,12,40,9,4,42
"Serie A","2024-03-10","Serie A (Matchweek 28)","Juventus","3-4-3",2,1.3,"Andrea Cambiaso · 66&rsquor; Arkadiusz Milik · 70&rsquor;","0","0","Atalanta","3-4-3",2,0.5,"Teun Koopmeiners · 35&rsquor; Teun Koopmeiners · 75&rsquor;","1","0","https://fbref.com/en/matches/b18f50f9/Juventus-Atalanta-March-10-2024-Serie-A","Atalanta","Away",NA,990,437,523,83.6,7925,2666,208,237,87.8,179,203,88.2,46,72,63.9,2,0.5,0.6,7,30,6,1,41
"Serie A","2024-03-10","Serie A (Matchweek 28)","Fiorentina","4-2-3-1",2,2.1,"Luca Ranieri · 18&rsquor; Rolando Mandragora · 69&rsquor;","2","0","Roma","3-4-3",2,0.6,"Houssem Aouar · 58&rsquor; Diego Llorente · 90+5&rsquor;","5","0","https://fbref.com/en/matches/363812cb/Fiorentina-Roma-March-10-2024-Serie-A","Fiorentina","Home",NA,990,240,315,76.2,5026,2088,94,113,83.2,100,123,81.3,42,65,64.6,1,0.7,1.2,10,23,10,2,24
"Serie A","2024-03-10","Serie A (Matchweek 28)","Fiorentina","4-2-3-1",2,2.1,"Luca Ranieri · 18&rsquor; Rolando Mandragora · 69&rsquor;","2","0","Roma","3-4-3",2,0.6,"Houssem Aouar · 58&rsquor; Diego Llorente · 90+5&rsquor;","5","0","https://fbref.com/en/matches/363812cb/Fiorentina-Roma-March-10-2024-Serie-A","Roma","Away",NA,990,549,633,86.7,10173,3047,215,236,91.1,286,316,90.5,47,69,68.1,1,0.4,0.7,9,42,12,3,54
"Serie A","2024-03-11","Serie A (Matchweek 28)","Lazio","4-3-3",1,2.2,"Lautaro Gianetti (OG) · 49&rsquor;","3","0","Udinese","3-5-2",2,1.2,"Lorenzo Lucca · 47&rsquor; Oier Zarraga · 51&rsquor; Nehuén Pérez · 90+4&rsquor;","7","1","https://fbref.com/en/matches/b33bb354/Lazio-Udinese-March-11-2024-Serie-A","Lazio","Home",NA,990,519,631,82.3,8799,3125,239,274,87.2,240,265,90.6,33,65,50.8,0,2.2,2.1,15,57,14,4,70
"Serie A","2024-03-11","Serie A (Matchweek 28)","Lazio","4-3-3",1,2.2,"Lautaro Gianetti (OG) · 49&rsquor;","3","0","Udinese","3-5-2",2,1.2,"Lorenzo Lucca · 47&rsquor; Oier Zarraga · 51&rsquor; Nehuén Pérez · 90+4&rsquor;","7","1","https://fbref.com/en/matches/b33bb354/Lazio-Udinese-March-11-2024-Serie-A","Udinese","Away",NA,989,211,292,72.3,4185,1894,76,95,80,103,124,83.1,29,56,51.8,2,1.2,0.7,11,16,4,0,19
"Serie A","2024-03-15","Serie A (Matchweek 29)","Empoli","3-4-3",0,1,"","3","0","Bologna","4-3-3",1,2.3,"Giovanni Fabbian · 90+4&rsquor;","1","0","https://fbref.com/en/matches/241bbdd3/Empoli-Bologna-March-15-2024-Serie-A","Empoli","Home",NA,990,203,291,69.8,4228,2022,78,98,79.6,96,112,85.7,27,70,38.6,0,1,0.7,9,18,5,5,15
"Serie A","2024-03-15","Serie A (Matchweek 29)","Empoli","3-4-3",0,1,"","3","0","Bologna","4-3-3",1,2.3,"Giovanni Fabbian · 90+4&rsquor;","1","0","https://fbref.com/en/matches/241bbdd3/Empoli-Bologna-March-15-2024-Serie-A","Bologna","Away",NA,990,639,726,88,11260,3148,290,309,93.9,275,301,91.4,63,86,73.3,0,1.7,1.2,15,43,13,4,52
"Serie A","2024-03-16","Serie A (Matchweek 29)","Udinese","3-5-2",0,0.4,"","3","0","Torino","3-4-3",2,1,"Duván Zapata · 10&rsquor; Nikola Vlašić · 53&rsquor;","2","0","https://fbref.com/en/matches/6309f668/Udinese-Torino-March-16-2024-Serie-A","Udinese","Home",NA,990,274,373,73.5,5107,1939,114,133,85.7,128,158,81,27,63,42.9,0,0.2,0.2,7,19,2,2,14
"Serie A","2024-03-16","Serie A (Matchweek 29)","Udinese","3-5-2",0,0.4,"","3","0","Torino","3-4-3",2,1,"Duván Zapata · 10&rsquor; Nikola Vlašić · 53&rsquor;","2","0","https://fbref.com/en/matches/6309f668/Udinese-Torino-March-16-2024-Serie-A","Torino","Away",NA,990,403,496,81.3,7528,2439,159,173,91.9,199,223,89.2,39,83,47,2,0.9,1.1,10,29,11,2,40
"Serie A","2024-03-16","Serie A (Matchweek 29)","Monza","4-2-3-1",1,1,"Daniel Maldini · 41&rsquor;","2","0","Cagliari","4-4-1-1",0,0.4,"","1","0","https://fbref.com/en/matches/d2087228/Monza-Cagliari-March-16-2024-Serie-A","Monza","Home",NA,990,494,581,85,9469,2904,182,196,92.9,240,263,91.3,62,96,64.6,0,0.9,0.7,12,29,8,4,27
"Serie A","2024-03-16","Serie A (Matchweek 29)","Monza","4-2-3-1",1,1,"Daniel Maldini · 41&rsquor;","2","0","Cagliari","4-4-1-1",0,0.4,"","1","0","https://fbref.com/en/matches/d2087228/Monza-Cagliari-March-16-2024-Serie-A","Cagliari","Away",NA,990,270,362,74.6,5317,1969,90,117,76.9,136,158,86.1,39,70,55.7,0,0.3,0.4,6,22,7,4,29
"Serie A","2024-03-16","Serie A (Matchweek 29)","Salernitana","4-3-1-2",0,1.2,"","4","0","Lecce","4-2-3-1",1,1.2,"Norbert Gyömbér (OG) · 17&rsquor;","3","0","https://fbref.com/en/matches/4a8236bd/Salernitana-Lecce-March-16-2024-Serie-A","Salernitana","Home",NA,990,648,758,85.5,10844,3333,281,306,91.8,282,316,89.2,50,80,62.5,0,0.7,1,11,39,13,5,61
"Serie A","2024-03-16","Serie A (Matchweek 29)","Salernitana","4-3-1-2",0,1.2,"","4","0","Lecce","4-2-3-1",1,1.2,"Norbert Gyömbér (OG) · 17&rsquor;","3","0","https://fbref.com/en/matches/4a8236bd/Salernitana-Lecce-March-16-2024-Serie-A","Lecce","Away",NA,990,243,321,75.7,4648,1827,100,118,84.7,106,123,86.2,31,67,46.3,0,1,1,13,6,6,3,21
"Serie A","2024-03-16","Serie A (Matchweek 29)","Frosinone","4-3-3",2,2.1,"Pol Lirola · 13&rsquor; Walid Cheddira · 70&rsquor;","1","0","Lazio","4-3-3",3,2.9,"Mattia Zaccagni · 38&rsquor; Valentín Castellanos · 57&rsquor; Valentín Castellanos · 62&rsquor;","3","0","https://fbref.com/en/matches/8ec58037/Frosinone-Lazio-March-16-2024-Serie-A","Frosinone","Home",NA,990,338,452,74.8,6071,2270,148,172,86,159,191,83.2,27,69,39.1,2,2.1,0.9,12,25,9,2,45
"Serie A","2024-03-16","Serie A (Matchweek 29)","Frosinone","4-3-3",2,2.1,"Pol Lirola · 13&rsquor; Walid Cheddira · 70&rsquor;","1","0","Lazio","4-3-3",3,2.9,"Mattia Zaccagni · 38&rsquor; Valentín Castellanos · 57&rsquor; Valentín Castellanos · 62&rsquor;","3","0","https://fbref.com/en/matches/8ec58037/Frosinone-Lazio-March-16-2024-Serie-A","Lazio","Away",NA,990,484,600,80.7,7643,2798,263,294,89.5,186,223,83.4,27,60,45,2,2.2,2.2,17,37,14,5,47
"Serie A","2024-03-17","Serie A (Matchweek 29)","Juventus","3-5-2",0,1,"Dušan Vlahović · 90+3&rsquor;","5","1","Genoa","3-4-3",0,0.2,"","1","0","https://fbref.com/en/matches/4406f8bc/Juventus-Genoa-March-17-2024-Serie-A","Juventus","Home",NA,989,493,607,81.2,8968,3000,210,233,90.1,227,268,84.7,51,77,66.2,0,0.8,1.4,11,50,14,5,65
"Serie A","2024-03-17","Serie A (Matchweek 29)","Juventus","3-5-2",0,1,"Dušan Vlahović · 90+3&rsquor;","5","1","Genoa","3-4-3",0,0.2,"","1","0","https://fbref.com/en/matches/4406f8bc/Juventus-Genoa-March-17-2024-Serie-A","Genoa","Away",NA,990,219,313,70,4135,1554,88,108,81.5,97,122,79.5,26,62,41.9,0,0.1,0.2,3,17,1,1,16
"Serie A","2024-03-17","Serie A (Matchweek 29)","Hellas Verona","4-2-3-1",1,0.5,"Tijjani Noslin · 64&rsquor;","1","0","Milan","4-2-3-1",3,2.7,"Theo Hernández · 44&rsquor; Christian Pulisic · 50&rsquor; Samuel Chukwueze · 79&rsquor;","3","0","https://fbref.com/en/matches/73d4a95b/Hellas-Verona-Milan-March-17-2024-Serie-A","Hellas Verona","Home",NA,990,306,396,77.3,6217,2458,121,135,89.6,118,149,79.2,57,87,65.5,0,0.4,0.3,12,33,8,5,37
"Serie A","2024-03-17","Serie A (Matchweek 29)","Hellas Verona","4-2-3-1",1,0.5,"Tijjani Noslin · 64&rsquor;","1","0","Milan","4-2-3-1",3,2.7,"Theo Hernández · 44&rsquor; Christian Pulisic · 50&rsquor; Samuel Chukwueze · 79&rsquor;","3","0","https://fbref.com/en/matches/73d4a95b/Hellas-Verona-Milan-March-17-2024-Serie-A","Milan","Away",NA,990,425,501,84.8,7798,2700,169,186,90.9,225,246,91.5,31,58,53.4,0,1.6,0.8,13,19,6,0,43
"Serie A","2024-03-17","Serie A (Matchweek 29)","Roma","4-3-3",1,0.7,"Lorenzo Pellegrini · 50&rsquor;","2","0","Sassuolo","4-3-3",0,0.5,"","1","0","https://fbref.com/en/matches/a59ffc20/Roma-Sassuolo-March-17-2024-Serie-A","Roma","Home",NA,990,576,655,87.9,10236,3294,255,272,93.8,277,304,91.1,40,62,64.5,1,0.7,1.1,10,53,10,4,61
"Serie A","2024-03-17","Serie A (Matchweek 29)","Roma","4-3-3",1,0.7,"Lorenzo Pellegrini · 50&rsquor;","2","0","Sassuolo","4-3-3",0,0.5,"","1","0","https://fbref.com/en/matches/a59ffc20/Roma-Sassuolo-March-17-2024-Serie-A","Sassuolo","Away",NA,990,303,383,79.1,5377,2111,125,139,89.9,130,152,85.5,33,62,53.2,0,0.2,0.2,6,30,4,0,38
"Serie A","2024-03-17","Serie A (Matchweek 29)","Internazionale","3-5-2",1,1.6,"Matteo Darmian · 43&rsquor;","2","0","Napoli","4-3-3",1,1.4,"Juan Jesus · 81&rsquor;","1","0","https://fbref.com/en/matches/3ea9e35f/Internazionale-Napoli-March-17-2024-Serie-A","Internazionale","Home",NA,990,394,470,83.8,7203,2332,157,173,90.8,168,178,94.4,53,87,60.9,1,1.2,1.2,12,25,7,2,29
"Serie A","2024-03-17","Serie A (Matchweek 29)","Internazionale","3-5-2",1,1.6,"Matteo Darmian · 43&rsquor;","2","0","Napoli","4-3-3",1,1.4,"Juan Jesus · 81&rsquor;","1","0","https://fbref.com/en/matches/3ea9e35f/Internazionale-Napoli-March-17-2024-Serie-A","Napoli","Away",NA,990,412,491,83.9,7171,2516,196,217,90.3,175,200,87.5,38,59,64.4,0,0.6,0.6,7,31,8,1,39
"Serie A","2024-03-30","Serie A (Matchweek 30)","Napoli","4-3-3",0,1.6,"","2","0","Atalanta","3-4-1-2",3,0.9,"Aleksei Miranchuk · 26&rsquor; Gianluca Scamacca · 45&rsquor; Teun Koopmeiners · 88&rsquor;","2","0","https://fbref.com/en/matches/45e6d215/Napoli-Atalanta-March-30-2024-Serie-A","Napoli","Home",NA,990,559,662,84.4,9474,3081,254,271,93.7,218,245,89,59,93,63.4,0,1.6,1.3,16,38,14,3,33
"Serie A","2024-03-30","Serie A (Matchweek 30)","Napoli","4-3-3",0,1.6,"","2","0","Atalanta","3-4-1-2",3,0.9,"Aleksei Miranchuk · 26&rsquor; Gianluca Scamacca · 45&rsquor; Teun Koopmeiners · 88&rsquor;","2","0","https://fbref.com/en/matches/45e6d215/Napoli-Atalanta-March-30-2024-Serie-A","Atalanta","Away",NA,990,340,417,81.5,5834,2370,184,206,89.3,118,138,85.5,33,57,57.9,3,0.8,1.4,11,23,11,2,37
"Serie A","2024-03-30","Serie A (Matchweek 30)","Torino","3-4-1-2",1,1.6,"Antonio Sanabria (P) · 69&rsquor;","0","0","Monza","5-4-1",0,0.8,"Matteo Pessina · 72&rsquor;","4","1","https://fbref.com/en/matches/a797c77d/Torino-Monza-March-30-2024-Serie-A","Torino","Home",NA,990,515,594,86.7,8588,3015,226,246,91.9,239,267,89.5,28,45,62.2,0,0.7,0.7,13,36,9,4,45
"Serie A","2024-03-30","Serie A (Matchweek 30)","Torino","3-4-1-2",1,1.6,"Antonio Sanabria (P) · 69&rsquor;","0","0","Monza","5-4-1",0,0.8,"Matteo Pessina · 72&rsquor;","4","1","https://fbref.com/en/matches/a797c77d/Torino-Monza-March-30-2024-Serie-A","Monza","Away",NA,971,304,372,81.7,5900,2294,118,129,91.5,130,153,85,47,72,65.3,0,0.6,0.5,7,12,6,5,11
"Serie A","2024-03-30","Serie A (Matchweek 30)","Genoa","3-5-2",1,1.5,"Albert Guðmundsson (P) · 30&rsquor;","2","0","Frosinone","3-4-3",1,0.8,"Reinier · 36&rsquor;","1","0","https://fbref.com/en/matches/949865c6/Genoa-Frosinone-March-30-2024-Serie-A","Genoa","Home",NA,990,309,424,72.9,4841,1593,151,179,84.4,103,134,76.9,29,69,42,0,0.3,0.3,7,17,5,1,18
"Serie A","2024-03-30","Serie A (Matchweek 30)","Genoa","3-5-2",1,1.5,"Albert Guðmundsson (P) · 30&rsquor;","2","0","Frosinone","3-4-3",1,0.8,"Reinier · 36&rsquor;","1","0","https://fbref.com/en/matches/949865c6/Genoa-Frosinone-March-30-2024-Serie-A","Frosinone","Away",NA,990,356,475,74.9,5626,2219,183,210,87.1,140,174,80.5,20,58,34.5,1,0.7,0.5,11,28,5,2,34
"Serie A","2024-03-30","Serie A (Matchweek 30)","Lazio","4-4-2",1,1.1,"Adam Marušić · 90+3&rsquor;","1","0","Juventus","4-3-3",0,0.5,"","2","0","https://fbref.com/en/matches/2b4a58d1/Lazio-Juventus-March-30-2024-Serie-A","Lazio","Home",NA,990,597,698,85.5,10004,2714,300,330,90.9,241,266,90.6,48,78,61.5,1,1,1,15,69,8,1,60
"Serie A","2024-03-30","Serie A (Matchweek 30)","Lazio","4-4-2",1,1.1,"Adam Marušić · 90+3&rsquor;","1","0","Juventus","4-3-3",0,0.5,"","2","0","https://fbref.com/en/matches/2b4a58d1/Lazio-Juventus-March-30-2024-Serie-A","Juventus","Away",NA,990,300,384,78.1,5917,2429,117,141,83,128,145,88.3,46,75,61.3,0,0.5,0.5,9,23,3,1,26
"Serie A","2024-03-30","Serie A (Matchweek 30)","Fiorentina","4-2-3-1",1,1.4,"Alfred Duncan · 50&rsquor;","2","0","Milan","4-2-3-1",2,3.1,"Ruben Loftus-Cheek · 47&rsquor; Rafael Leão · 53&rsquor;","3","0","https://fbref.com/en/matches/a9ac1dd4/Fiorentina-Milan-March-30-2024-Serie-A","Fiorentina","Home",NA,990,303,394,76.9,5759,2574,117,139,84.2,142,170,83.5,37,65,56.9,1,1.4,1.2,16,25,12,4,34
"Serie A","2024-03-30","Serie A (Matchweek 30)","Fiorentina","4-2-3-1",1,1.4,"Alfred Duncan · 50&rsquor;","2","0","Milan","4-2-3-1",2,3.1,"Ruben Loftus-Cheek · 47&rsquor; Rafael Leão · 53&rsquor;","3","0","https://fbref.com/en/matches/a9ac1dd4/Fiorentina-Milan-March-30-2024-Serie-A","Milan","Away",NA,990,400,491,81.5,7674,2644,146,160,91.3,219,245,89.4,34,67,50.7,2,3.1,1.6,12,16,8,0,33
"Serie A","2024-04-01","Serie A (Matchweek 30)","Bologna","4-1-4-1",3,1.6,"Riccardo Orsolini · 14&rsquor; Alexis Saelemaekers · 44&rsquor; Charalambos Lykogiannis · 90+2&rsquor;","0","0","Salernitana","4-4-1-1",0,0.6,"","3","0","https://fbref.com/en/matches/b2dfb23d/Bologna-Salernitana-April-1-2024-Serie-A","Bologna","Home",NA,990,731,811,90.1,11379,3483,378,400,94.5,315,326,96.6,24,47,51.1,3,1.6,1.2,13,48,11,0,66
"Serie A","2024-04-01","Serie A (Matchweek 30)","Bologna","4-1-4-1",3,1.6,"Riccardo Orsolini · 14&rsquor; Alexis Saelemaekers · 44&rsquor; Charalambos Lykogiannis · 90+2&rsquor;","0","0","Salernitana","4-4-1-1",0,0.6,"","3","0","https://fbref.com/en/matches/b2dfb23d/Bologna-Salernitana-April-1-2024-Serie-A","Salernitana","Away",NA,990,258,343,75.2,5247,2390,104,120,86.7,111,129,86,41,73,56.2,0,0.5,0.4,6,18,2,0,20
"Serie A","2024-04-01","Serie A (Matchweek 30)","Sassuolo","4-2-3-1",1,1.2,"Grégoire Defrel · 41&rsquor;","1","0","Udinese","3-5-1-1",1,1.5,"Florian Thauvin · 44&rsquor;","2","0","https://fbref.com/en/matches/f6e582c5/Sassuolo-Udinese-April-1-2024-Serie-A","Sassuolo","Home",NA,990,426,526,81,8351,2845,153,176,86.9,219,251,87.3,50,87,57.5,1,0.8,0.9,11,42,10,4,40
"Serie A","2024-04-01","Serie A (Matchweek 30)","Sassuolo","4-2-3-1",1,1.2,"Grégoire Defrel · 41&rsquor;","1","0","Udinese","3-5-1-1",1,1.5,"Florian Thauvin · 44&rsquor;","2","0","https://fbref.com/en/matches/f6e582c5/Sassuolo-Udinese-April-1-2024-Serie-A","Udinese","Away",NA,990,272,354,76.8,5665,2580,107,117,91.5,112,132,84.8,49,90,54.4,0,0.8,0.5,9,28,7,3,26
"Serie A","2024-04-01","Serie A (Matchweek 30)","Cagliari","4-2-3-1",1,0.6,"Ibrahim Sulemana · 74&rsquor;","0","0","Hellas Verona","4-2-3-1",1,1.4,"Federico Bonazzoli · 30&rsquor;","2","0","https://fbref.com/en/matches/f7d8a40e/Cagliari-Hellas-Verona-April-1-2024-Serie-A","Cagliari","Home",NA,990,286,426,67.1,5806,2648,99,127,78,154,196,78.6,33,92,35.9,0,0.5,0.6,6,32,7,4,45
"Serie A","2024-04-01","Serie A (Matchweek 30)","Cagliari","4-2-3-1",1,0.6,"Ibrahim Sulemana · 74&rsquor;","0","0","Hellas Verona","4-2-3-1",1,1.4,"Federico Bonazzoli · 30&rsquor;","2","0","https://fbref.com/en/matches/f7d8a40e/Cagliari-Hellas-Verona-April-1-2024-Serie-A","Hellas Verona","Away",NA,990,272,400,68,4714,2122,144,162,88.9,81,119,68.1,35,91,38.5,1,1.4,0.6,6,15,4,2,26
"Serie A","2024-04-01","Serie A (Matchweek 30)","Lecce","4-4-2",0,1.8,"","3","0","Roma","4-3-3",0,1.3,"","2","0","https://fbref.com/en/matches/e48fdc60/Lecce-Roma-April-1-2024-Serie-A","Lecce","Home",NA,990,269,377,71.4,5001,2166,115,137,83.9,109,134,81.3,33,78,42.3,0,1.6,0.7,22,13,7,2,31
"Serie A","2024-04-01","Serie A (Matchweek 30)","Lecce","4-4-2",0,1.8,"","3","0","Roma","4-3-3",0,1.3,"","2","0","https://fbref.com/en/matches/e48fdc60/Lecce-Roma-April-1-2024-Serie-A","Roma","Away",NA,990,439,564,77.8,7247,2570,228,256,89.1,170,216,78.7,33,71,46.5,0,1.3,0.8,8,26,7,4,44
"Serie A","2024-04-01","Serie A (Matchweek 30)","Internazionale","3-5-2",2,2.1,"Federico Dimarco · 5&rsquor; Alexis Sánchez · 81&rsquor;","0","0","Empoli","3-4-3",0,0.5,"","2","0","https://fbref.com/en/matches/58bfb9d7/Internazionale-Empoli-April-1-2024-Serie-A","Internazionale","Home",NA,990,539,609,88.5,9577,3401,214,232,92.2,280,297,94.3,42,69,60.9,2,2.1,1.7,18,45,16,0,54
"Serie A","2024-04-01","Serie A (Matchweek 30)","Internazionale","3-5-2",2,2.1,"Federico Dimarco · 5&rsquor; Alexis Sánchez · 81&rsquor;","0","0","Empoli","3-4-3",0,0.5,"","2","0","https://fbref.com/en/matches/58bfb9d7/Internazionale-Empoli-April-1-2024-Serie-A","Empoli","Away",NA,990,350,431,81.2,6498,2480,160,180,88.9,136,159,85.5,45,68,66.2,0,0.5,0.5,12,30,10,4,38
"Serie A","2024-04-05","Serie A (Matchweek 31)","Salernitana","4-3-3",2,1.2,"Antonio Candreva (P) · 52&rsquor; Giulio Maggiore · 90+1&rsquor;","4","0","Sassuolo","4-2-3-1",2,2.3,"Armand Lauriente · 37&rsquor; Nedim Bajrami · 44&rsquor;","3","0","https://fbref.com/en/matches/093991c7/Salernitana-Sassuolo-April-5-2024-Serie-A","Salernitana","Home",NA,990,416,536,77.6,7437,2464,171,193,88.6,183,217,84.3,44,92,47.8,1,0.4,0.4,4,20,5,2,36
"Serie A","2024-04-05","Serie A (Matchweek 31)","Salernitana","4-3-3",2,1.2,"Antonio Candreva (P) · 52&rsquor; Giulio Maggiore · 90+1&rsquor;","4","0","Sassuolo","4-2-3-1",2,2.3,"Armand Lauriente · 37&rsquor; Nedim Bajrami · 44&rsquor;","3","0","https://fbref.com/en/matches/093991c7/Salernitana-Sassuolo-April-5-2024-Serie-A","Sassuolo","Away",NA,990,341,454,75.1,5862,2112,164,192,85.4,134,155,86.5,32,79,40.5,2,2.1,1.4,14,30,15,1,47
"Serie A","2024-04-06","Serie A (Matchweek 31)","Milan","4-2-3-1",3,1.5,"Christian Pulisic · 6&rsquor; Olivier Giroud · 20&rsquor; Rafael Leão · 57&rsquor;","1","0","Lecce","4-3-3",0,0.5,"Nikola Krstović · 45&rsquor;","1","1","https://fbref.com/en/matches/43765d2c/Milan-Lecce-April-6-2024-Serie-A","Milan","Home",NA,990,601,664,90.5,9683,3342,304,319,95.3,251,268,93.7,36,50,72,3,1.3,1.5,13,46,13,2,60
"Serie A","2024-04-06","Serie A (Matchweek 31)","Milan","4-2-3-1",3,1.5,"Christian Pulisic · 6&rsquor; Olivier Giroud · 20&rsquor; Rafael Leão · 57&rsquor;","1","0","Lecce","4-3-3",0,0.5,"Nikola Krstović · 45&rsquor;","1","1","https://fbref.com/en/matches/43765d2c/Milan-Lecce-April-6-2024-Serie-A","Lecce","Away",NA,944,317,373,85,5425,1975,142,157,90.4,131,143,91.6,30,51,58.8,0,0.4,0.4,9,17,3,2,27
"Serie A","2024-04-06","Serie A (Matchweek 31)","Roma","4-3-2-1",1,0.7,"Gianluca Mancini · 42&rsquor;","5","0","Lazio","3-4-3",0,0.4,"","3","0","https://fbref.com/en/matches/c6904d7c/Roma-Lazio-April-6-2024-Serie-A","Roma","Home",NA,990,343,439,78.1,6493,2230,122,143,85.3,175,196,89.3,34,69,49.3,1,0.6,0.3,11,21,7,4,25
"Serie A","2024-04-06","Serie A (Matchweek 31)","Roma","4-3-2-1",1,0.7,"Gianluca Mancini · 42&rsquor;","5","0","Lazio","3-4-3",0,0.4,"","3","0","https://fbref.com/en/matches/c6904d7c/Roma-Lazio-April-6-2024-Serie-A","Lazio","Away",NA,990,414,513,80.7,7683,2771,150,176,85.2,226,256,88.3,35,67,52.2,0,0.3,0.5,8,35,12,0,55
"Serie A","2024-04-06","Serie A (Matchweek 31)","Empoli","3-4-3",3,0.5,"Nicolò Cambiaghi · 6&rsquor; Matteo Cancellieri · 74&rsquor; M'Baye Niang · 90+4&rsquor;","2","0","Torino","3-4-1-2",2,2.1,"Duván Zapata · 60&rsquor; Duván Zapata · 90+1&rsquor;","1","0","https://fbref.com/en/matches/4b35fb0d/Empoli-Torino-April-6-2024-Serie-A","Empoli","Home",NA,990,220,329,66.9,3676,1580,116,134,86.6,71,97,73.2,25,75,33.3,3,0.5,0.3,3,20,1,0,20
